id,fecha,ticker,texto,etiqueta_consenso
t3_0051359,12/04/2021,GME,GME 🚀🚀 puts and calls and whatever idk,neu
t3_0136044,09/06/2021,AMC,"AMC is wild today, no idea where this goes",bull
t3_0024208,29/01/2021,GME,"GME moving a lot, volume is insane rn",neu
t3_0004377,15/01/2021,GME,$GME to the moon 🚀 said the bagholder before the dump,bear
t3_0012449,22/01/2021,GME,GME to the moon 🚀🚀 diamond hands hold the line,bull
t3_0070553,23/06/2021,GME,"neutral on GME, waiting for a clearer signal",neu
t3_0136827,10/06/2021,AMC,check this https://t.co/abc123 not financial advice,neu
t3_0146709,24/08/2021,AMC,buy the dip they said... AMC keeps dipping 📉,bear
t3_0005436,18/01/2021,GME,"holding a small GME position, watching for now",neu
t3_0022548,28/01/2021,GME,idk man GME is doing GME things,bull
t3_0073562,28/06/2021,GME,"this GME pump is fake, insiders dumping on retail",bear
t3_0016043,25/01/2021,GME,"$GME chart looks crazy, anyone else seeing this",bull
t3_0136814,10/06/2021,AMC,we like the stock 💎🙌 $AMC price target 500 easy,bull
t3_0126491,08/06/2021,AMC,we like the stock 💎🙌 $AMC price target 500 easy,bull
t3_0110639,28/05/2021,AMC,"neutral on AMC, waiting for a clearer signal",neu
t3_0117511,04/06/2021,AMC,any DD on $AMC? new to this stock,neu
t3_0021059,27/01/2021,GME,check this https://t.co/abc123 not financial advice,neu
t3_0095722,08/02/2021,AMC,AMC is trash but im holding anyway lmao 💎🙌,bull
t3_0041607,09/03/2021,GME,"all in on GME leaps, retail is winning this one",bull
t3_0033560,19/02/2021,GME,idk man GME is doing GME things,neu
t3_0029059,09/02/2021,GME,diamond hands on GME? more like paper hands incoming,bear
t3_0008894,22/01/2021,GME,is $GME still being talked about here? asking,neu
t3_0054898,28/04/2021,GME,"watching $GME closely, could go either way 👀",neu
t3_0073168,28/06/2021,GME,"$GME chart looks crazy, anyone else seeing this",bear
t3_0060098,24/05/2021,GME,"GME moving a lot, volume is insane rn",neu
t3_0095712,08/02/2021,AMC,"holding a small AMC position, watching for now",neu
t3_0095924,09/02/2021,AMC,$AMC to the moon 🚀 said the bagholder before the dump,bear
t3_0102020,22/03/2021,AMC,anyone have the AMC float numbers handy,neu
t3_0113953,01/06/2021,AMC,idk man AMC is doing AMC things,bull
t3_0126098,08/06/2021,AMC,"$AMC again huh, this sub never sleeps",bull
t3_0115233,02/06/2021,AMC,"everyone says sell AMC, so obviously i bought more",bull
t3_0082043,23/07/2021,GME,"$GME going back to single digits, bearish af",bear
t3_0048393,07/04/2021,GME,"$GME again huh, this sub never sleeps",bear
t3_0028595,08/02/2021,GME,"neutral on GME, waiting for a clearer signal",neu
t3_0059945,21/05/2021,GME,"$GME again huh, this sub never sleeps",neu
t3_0022182,28/01/2021,GME,"buying more $GME calls, this short squeeze is just starting",bull
t3_0062756,31/05/2021,GME,"$GME chart looks crazy, anyone else seeing this",bear
t3_0096273,11/02/2021,AMC,"$AMC chart looks crazy, anyone else seeing this",neu
t3_0073847,28/06/2021,GME,"$GME going back to single digits, bearish af",bear
t3_0061873,27/05/2021,GME,"hold $GME, never selling, this is the way",bull
t3_0123457,08/06/2021,AMC,"watching $AMC closely, could go either way 👀",bull
t3_0086698,13/08/2021,GME,"$GME moon dump moon dump, pick one already",neu
t3_0130524,08/06/2021,AMC,"$AMC again huh, this sub never sleeps",bull
t3_0037665,08/03/2021,GME,"loaded up on GME today, apes together strong 🦍",bull
t3_0057810,12/05/2021,GME,"this GME pump is fake, insiders dumping on retail",bear
t3_0043440,12/03/2021,GME,is $GME still being talked about here? asking,neu
t3_0026003,29/01/2021,GME,idk man GME is doing GME things,bull
t3_0143249,19/07/2021,AMC,"AMC moving a lot, volume is insane rn",neu
t3_0122325,07/06/2021,AMC,check this https://t.co/abc123 not financial advice,neu
t3_0038295,08/03/2021,GME,what do you guys think about GME earnings next week,neu
t3_0044539,18/03/2021,GME,"puts on GME, the squeeze is over, dead cat bounce",bear
t3_0068020,14/06/2021,GME,GME to the moon 🚀🚀 diamond hands hold the line,bull
t3_0080376,15/07/2021,GME,idk man GME is doing GME things,bear
t3_0003616,14/01/2021,GME,"$GME going back to single digits, bearish af",bear
t3_0103029,26/03/2021,AMC,$AMC to the moon 🚀 said the bagholder before the dump,bear
t3_0076262,01/07/2021,GME,🚀🚀🚀🚀🚀🚀 wen lambo 🦍🦍 to the mooooooon,neu
t3_0094771,28/01/2021,AMC,"$AMC chart looks crazy, anyone else seeing this",bull
t3_0095421,03/02/2021,AMC,what do you guys think about AMC earnings next week,neu
t3_0087604,18/08/2021,GME,"$GME breaking resistance, tendies on the way 🤑",bull
t3_0076695,01/07/2021,GME,"sold all my $GME, taking profits before the dump",bear
t3_0098896,19/02/2021,AMC,any DD on $AMC? new to this stock,neu
t3_0056939,07/05/2021,GME,anyone have the GME float numbers handy,neu
t3_0119353,07/06/2021,AMC,"buying more $AMC calls, this short squeeze is just starting",bull
t3_0142491,09/07/2021,AMC,buy the dip they said... AMC keeps dipping 📉,bear
t3_0066225,11/06/2021,GME,"watching $GME closely, could go either way 👀",bull
t3_0142679,13/07/2021,AMC,"everyone says sell AMC, so obviously i bought more",bull
t3_0051017,09/04/2021,GME,idk man GME is doing GME things,neu
t3_0098238,16/02/2021,AMC,we like the stock 💎🙌 $AMC price target 500 easy,bull
t3_0033576,19/02/2021,GME,"watching $GME closely, could go either way 👀",neu
t3_0143290,19/07/2021,AMC,"$AMC again huh, this sub never sleeps",neu
t3_0056018,04/05/2021,GME,"$GME again huh, this sub never sleeps",neu
t3_0019046,26/01/2021,GME,is $GME still being talked about here? asking,neu
t3_0075706,01/07/2021,GME,"$GME chart looks crazy, anyone else seeing this",neu
t3_0055966,04/05/2021,GME,idk man GME is doing GME things,bear
t3_0136725,09/06/2021,AMC,"loaded up on AMC today, apes together strong 🦍",bull
t3_0048643,07/04/2021,GME,"sold all my $GME, taking profits before the dump",bear
t3_0000628,06/01/2021,GME,"watching $GME closely, could go either way 👀",bear
t3_0007460,19/01/2021,GME,diamond hands on GME? more like paper hands incoming,bear
t3_0006951,18/01/2021,GME,🚀🚀🚀🚀🚀🚀 wen lambo 🦍🦍 to the mooooooon,neu
t3_0017147,26/01/2021,GME,check this https://t.co/abc123 not financial advice,neu
t3_0085325,09/08/2021,GME,"watching $GME closely, could go either way 👀",bull
t3_0143903,26/07/2021,AMC,"AMC moving a lot, volume is insane rn",bear
t3_0073100,28/06/2021,GME,"sold all my $GME, taking profits before the dump",bear
t3_0014811,22/01/2021,GME,"loaded up on GME today, apes together strong 🦍",bull
t3_0079371,12/07/2021,GME,"watching $GME closely, could go either way 👀",neu
t3_0080199,15/07/2021,GME,"GME is wild today, no idea where this goes",bear
t3_0055286,29/04/2021,GME,"GME moving a lot, volume is insane rn",neu
t3_0035831,01/03/2021,GME,idk man GME is doing GME things,neu
t3_0077381,05/07/2021,GME,"$GME chart looks crazy, anyone else seeing this",bear
t3_0080513,15/07/2021,GME,idk man GME is doing GME things,bull
t3_0144390,30/07/2021,AMC,"buying more $AMC calls, this short squeeze is just starting",bull
t3_0002046,14/01/2021,GME,"$GME going back to single digits, bearish af",bear
t3_0109752,24/05/2021,AMC,"$AMC options chain looks thin, low IV today",neu
t3_0037303,05/03/2021,GME,idk man GME is doing GME things,neu
t3_0148136,30/08/2021,AMC,"$AMC is overvalued, this bubble will pop hard",bear
t3_0103663,31/03/2021,AMC,"AMC is wild today, no idea where this goes",neu
t3_0100527,09/03/2021,AMC,"AMC is wild today, no idea where this goes",bull
t3_0043733,15/03/2021,GME,"watching $GME closely, could go either way 👀",neu
t3_0068525,15/06/2021,GME,idk man GME is doing GME things,neu
t3_0098971,22/02/2021,AMC,$AMC to the moon 🚀 said the bagholder before the dump,bear
t3_0069197,16/06/2021,GME,"all in on GME leaps, retail is winning this one",bull
t3_0116053,03/06/2021,AMC,"$AMC again huh, this sub never sleeps",bull
t3_0066250,11/06/2021,GME,"$GME again huh, this sub never sleeps",bull
t3_0047853,07/04/2021,GME,"GME is wild today, no idea where this goes",neu
t3_0144034,28/07/2021,AMC,buy the dip they said... AMC keeps dipping 📉,bear
t3_0134384,09/06/2021,AMC,$AMC going to zero... TO THE MOON 🚀 (im not selling),bull
t3_0105494,12/04/2021,AMC,idk man AMC is doing AMC things,bear
t3_0087158,17/08/2021,GME,"watching $GME closely, could go either way 👀",bull
t3_0091830,31/08/2021,GME,"this GME pump is fake, insiders dumping on retail",bear
t3_0102722,25/03/2021,AMC,"AMC moving a lot, volume is insane rn",neu
t3_0107099,27/04/2021,AMC,"hold $AMC, never selling, this is the way",bull
t3_0110623,28/05/2021,AMC,"$AMC again huh, this sub never sleeps",bull
t3_0147807,30/08/2021,AMC,"closed my AMC position, momentum is gone",bear
t3_0020316,27/01/2021,GME,"GME is wild today, no idea where this goes",bull
t3_0060475,25/05/2021,GME,"watching $GME closely, could go either way 👀",bull
t3_0099014,22/02/2021,AMC,"all in on AMC leaps, retail is winning this one",bull
t3_0094184,25/01/2021,AMC,"all in on AMC leaps, retail is winning this one",bull
t3_0089077,25/08/2021,GME,"$GME again huh, this sub never sleeps",neu
t3_0033906,22/02/2021,GME,"GME is wild today, no idea where this goes",neu
t3_0086155,11/08/2021,GME,"GME is wild today, no idea where this goes",bull
t3_0040552,09/03/2021,GME,"BB big buy on everything, no ticker here",neu
t3_0003499,14/01/2021,GME,"$GME chart looks crazy, anyone else seeing this",bear
t3_0025558,29/01/2021,GME,idk man GME is doing GME things,bull
t3_0060855,26/05/2021,GME,"GME is wild today, no idea where this goes",bull
t3_0130182,08/06/2021,AMC,"$AMC chart looks crazy, anyone else seeing this",bull
t3_0023405,28/01/2021,GME,"neutral on GME, waiting for a clearer signal",neu
t3_0044015,17/03/2021,GME,idk man GME is doing GME things,bear
t3_0107399,29/04/2021,AMC,"$AMC again huh, this sub never sleeps",bear
t3_0039396,09/03/2021,GME,"$GME moon dump moon dump, pick one already",neu
t3_0027675,03/02/2021,GME,check this https://t.co/abc123 not financial advice,neu
t3_0028353,05/02/2021,GME,🚀🚀🚀🚀🚀🚀 wen lambo 🦍🦍 to the mooooooon,neu
t3_0033518,19/02/2021,GME,"hold $GME, never selling, this is the way",bull
t3_0087062,17/08/2021,GME,$GME to the moon 🚀 said the bagholder before the dump,bear
t3_0009187,22/01/2021,GME,we like the stock 💎🙌 $GME price target 500 easy,bull
t3_0029906,11/02/2021,GME,"GME is wild today, no idea where this goes",bull
t3_0139097,15/06/2021,AMC,"AMC is wild today, no idea where this goes",bear
t3_0131482,09/06/2021,AMC,"everyone says sell AMC, so obviously i bought more",bull
t3_0104222,02/04/2021,AMC,"AMC moving a lot, volume is insane rn",neu
t3_0069259,16/06/2021,GME,🚀🚀🚀🚀🚀🚀 wen lambo 🦍🦍 to the mooooooon,neu
t3_0109477,19/05/2021,AMC,$AMC going to zero... TO THE MOON 🚀 (im not selling),bull
t3_0052911,19/04/2021,GME,"puts on GME, the squeeze is over, dead cat bounce",bear
t3_0084387,03/08/2021,GME,"GME is wild today, no idea where this goes",neu
t3_0020288,27/01/2021,GME,"all in on GME leaps, retail is winning this one",bull
t3_0094552,26/01/2021,AMC,"$AMC chart looks crazy, anyone else seeing this",bull
t3_0100236,04/03/2021,AMC,"$AMC again huh, this sub never sleeps",neu
t3_0123452,08/06/2021,AMC,AMC to the moon 🚀🚀 diamond hands hold the line,bull
t3_0031624,16/02/2021,GME,GME 🚀🚀 puts and calls and whatever idk,neu
t3_0038120,08/03/2021,GME,"hold $GME, never selling, this is the way",bull
t3_0110563,28/05/2021,AMC,"AMC moving a lot, volume is insane rn",bull
t3_0043652,15/03/2021,GME,"$GME again huh, this sub never sleeps",bear
t3_0047905,07/04/2021,GME,"puts on GME, the squeeze is over, dead cat bounce",bear
t3_0140633,24/06/2021,AMC,"everyone says sell AMC, so obviously i bought more",bull
t3_0056767,07/05/2021,GME,"GME is wild today, no idea where this goes",bear
t3_0061407,26/05/2021,GME,GME is trash but im holding anyway lmao 💎🙌,bull
t3_0010951,22/01/2021,GME,"watching $GME closely, could go either way 👀",bull
t3_0125397,08/06/2021,AMC,"watching $AMC closely, could go either way 👀",bull
t3_0089366,26/08/2021,GME,"$GME again huh, this sub never sleeps",neu
t3_0036719,03/03/2021,GME,GME 🚀🚀 puts and calls and whatever idk,neu
t3_0080454,15/07/2021,GME,"$GME chart looks crazy, anyone else seeing this",neu
t3_0084115,02/08/2021,GME,"GME moving a lot, volume is insane rn",bull
t3_0079397,12/07/2021,GME,idk man GME is doing GME things,neu
t3_0082798,26/07/2021,GME,"$GME again huh, this sub never sleeps",bear
t3_0063363,02/06/2021,GME,"sold all my $GME, taking profits before the dump",bear
t3_0042066,10/03/2021,GME,check this https://t.co/abc123 not financial advice,neu
t3_0104896,05/04/2021,AMC,"holding a small AMC position, watching for now",neu
t3_0108620,11/05/2021,AMC,"AMC is wild today, no idea where this goes",bear
t3_0101133,12/03/2021,AMC,"puts on AMC, the squeeze is over, dead cat bounce",bear
t3_0071362,25/06/2021,GME,GME 🚀🚀 puts and calls and whatever idk,neu
t3_0033240,19/02/2021,GME,"buying more $GME calls, this short squeeze is just starting",bull
t3_0145164,09/08/2021,AMC,"$AMC chart looks crazy, anyone else seeing this",bear
t3_0126841,08/06/2021,AMC,"hold $AMC, never selling, this is the way",bull
t3_0019455,26/01/2021,GME,"all in on GME leaps, retail is winning this one",bull
t3_0063926,04/06/2021,GME,"BB big buy on everything, no ticker here",neu
t3_0050002,08/04/2021,GME,"sold all my $GME, taking profits before the dump",bear
t3_0143423,20/07/2021,AMC,"$AMC chart looks crazy, anyone else seeing this",bear
t3_0008052,20/01/2021,GME,"GME moving a lot, volume is insane rn",bear
t3_0071922,25/06/2021,GME,$GME to the moon 🚀 said the bagholder before the dump,bear
t3_0040247,09/03/2021,GME,"everyone says sell GME, so obviously i bought more",bull
t3_0001488,11/01/2021,GME,"$GME again huh, this sub never sleeps",bear
t3_0044731,22/03/2021,GME,idk man GME is doing GME things,neu
t3_0079945,14/07/2021,GME,"holding a small GME position, watching for now",neu
t3_0006661,18/01/2021,GME,"closed my GME position, momentum is gone",bear
t3_0146653,24/08/2021,AMC,check this https://t.co/abc123 not financial advice,neu
t3_0048868,08/04/2021,GME,"watching $GME closely, could go either way 👀",neu
t3_0046836,05/04/2021,GME,"sold all my $GME, taking profits before the dump",bear
t3_0026081,29/01/2021,GME,"GME moving a lot, volume is insane rn",bull
t3_0072459,28/06/2021,GME,diamond hands on GME? more like paper hands incoming,bear
t3_0051259,12/04/2021,GME,"all in on GME leaps, retail is winning this one",bull
t3_0115180,02/06/2021,AMC,"$AMC options chain looks thin, low IV today",neu
t3_0018288,26/01/2021,GME,"$GME moon dump moon dump, pick one already",neu
t3_0075730,01/07/2021,GME,"watching $GME closely, could go either way 👀",neu
t3_0147396,27/08/2021,AMC,"shorting $AMC here, fundamentals are trash",bear
t3_0074144,28/06/2021,GME,diamond hands on GME? more like paper hands incoming,bear
t3_0026568,29/01/2021,GME,check this https://t.co/abc123 not financial advice,neu
t3_0004109,15/01/2021,GME,"BB big buy on everything, no ticker here",neu
t3_0069837,18/06/2021,GME,idk man GME is doing GME things,neu
t3_0129374,08/06/2021,AMC,"watching $AMC closely, could go either way 👀",bull
t3_0013191,22/01/2021,GME,"loaded up on GME today, apes together strong 🦍",bull
t3_0128316,08/06/2021,AMC,$AMC going to zero... TO THE MOON 🚀 (im not selling),bull
t3_0043054,10/03/2021,GME,"all in on GME leaps, retail is winning this one",bull
t3_0058496,14/05/2021,GME,"this GME pump is fake, insiders dumping on retail",bear
t3_0100575,09/03/2021,AMC,"$AMC chart looks crazy, anyone else seeing this",bull
t3_0084436,03/08/2021,GME,diamond hands on GME? more like paper hands incoming,bear
t3_0132284,09/06/2021,AMC,AMC is trash but im holding anyway lmao 💎🙌,bull
t3_0102313,24/03/2021,AMC,"AMC is wild today, no idea where this goes",bear
t3_0143169,16/07/2021,AMC,what do you guys think about AMC earnings next week,neu
t3_0075531,30/06/2021,GME,lol GME just game me some tendies bro 😂,neu
t3_0099211,24/02/2021,AMC,"$AMC going back to single digits, bearish af",bear
t3_0147811,30/08/2021,AMC,idk man AMC is doing AMC things,bear
t3_0064587,08/06/2021,GME,$GME to the moon 🚀 said the bagholder before the dump,bear
t3_0098403,16/02/2021,AMC,"AMC moving a lot, volume is insane rn",bear
t3_0107512,30/04/2021,AMC,check this https://t.co/abc123 not financial advice,neu
t3_0129368,08/06/2021,AMC,"watching $AMC closely, could go either way 👀",bull
t3_0071271,25/06/2021,GME,"GME bagholders about to get wrecked, short it",bear
t3_0001379,11/01/2021,GME,"$GME moon dump moon dump, pick one already",neu
t3_0120499,07/06/2021,AMC,"all in on AMC leaps, retail is winning this one",bull
t3_0131312,09/06/2021,AMC,we like the stock 💎🙌 $AMC price target 500 easy,bull
t3_0139218,16/06/2021,AMC,$AMC to the moon 🚀 said the bagholder before the dump,bear
t3_0142598,13/07/2021,AMC,"$AMC breaking resistance, tendies on the way 🤑",bull
t3_0113306,01/06/2021,AMC,"hold $AMC, never selling, this is the way",bull
t3_0118602,04/06/2021,AMC,"AMC is wild today, no idea where this goes",bull
t3_0018521,26/01/2021,GME,"GME moving a lot, volume is insane rn",bull
t3_0116630,03/06/2021,AMC,"everyone says sell AMC, so obviously i bought more",bull
t3_0102464,24/03/2021,AMC,AMC 🚀🚀 puts and calls and whatever idk,neu
t3_0020662,27/01/2021,GME,"buying more $GME calls, this short squeeze is just starting",bull
t3_0059700,20/05/2021,GME,"this GME pump is fake, insiders dumping on retail",bear
t3_0124304,08/06/2021,AMC,"$AMC chart looks crazy, anyone else seeing this",bull
t3_0095729,08/02/2021,AMC,"BB big buy on everything, no ticker here",neu
t3_0102478,24/03/2021,AMC,"$AMC chart looks crazy, anyone else seeing this",neu
t3_0031439,15/02/2021,GME,diamond hands on GME? more like paper hands incoming,bear
t3_0135263,09/06/2021,AMC,"buying more $AMC calls, this short squeeze is just starting",bull
t3_0016749,25/01/2021,GME,"watching $GME closely, could go either way 👀",bull
t3_0012760,22/01/2021,GME,"buying more $GME calls, this short squeeze is just starting",bull
t3_0096931,15/02/2021,AMC,"shorting $AMC here, fundamentals are trash",bear
t3_0079753,14/07/2021,GME,"sold all my $GME, taking profits before the dump",bear
t3_0022897,28/01/2021,GME,"everyone says sell GME, so obviously i bought more",bull
t3_0059618,19/05/2021,GME,"$GME chart looks crazy, anyone else seeing this",bear
t3_0016441,25/01/2021,GME,check this https://t.co/abc123 not financial advice,neu
t3_0008624,22/01/2021,GME,"$GME again huh, this sub never sleeps",bull
t3_0140671,24/06/2021,AMC,"$AMC options chain looks thin, low IV today",neu
t3_0131868,09/06/2021,AMC,we like the stock 💎🙌 $AMC price target 500 easy,bull
t3_0069497,17/06/2021,GME,"GME is wild today, no idea where this goes",bear
t3_0040498,09/03/2021,GME,🚀🚀🚀🚀🚀🚀 wen lambo 🦍🦍 to the mooooooon,neu
t3_0141592,01/07/2021,AMC,"AMC bagholders about to get wrecked, short it",bear
t3_0012421,22/01/2021,GME,"everyone says sell GME, so obviously i bought more",bull
t3_0097260,15/02/2021,AMC,"AMC bagholders about to get wrecked, short it",bear
t3_0097151,15/02/2021,AMC,"AMC is wild today, no idea where this goes",bear
t3_0069623,17/06/2021,GME,"GME bagholders about to get wrecked, short it",bear
t3_0031765,16/02/2021,GME,"GME bagholders about to get wrecked, short it",bear
t3_0111839,01/06/2021,AMC,"$AMC chart looks crazy, anyone else seeing this",bull
t3_0026985,01/02/2021,GME,we like the stock 💎🙌 $GME price target 500 easy,bull
t3_0020352,27/01/2021,GME,"hold $GME, never selling, this is the way",bull
t3_0043370,12/03/2021,GME,lol GME just game me some tendies bro 😂,neu
t3_0073322,28/06/2021,GME,"$GME going back to single digits, bearish af",bear
t3_0029156,09/02/2021,GME,"$GME again huh, this sub never sleeps",neu
t3_0095468,04/02/2021,AMC,"$AMC moon dump moon dump, pick one already",neu
t3_0029216,09/02/2021,GME,idk man GME is doing GME things,neu
t3_0043487,12/03/2021,GME,"$GME options chain looks thin, low IV today",neu
t3_0111154,31/05/2021,AMC,"hold $AMC, never selling, this is the way",bull
t3_0049057,08/04/2021,GME,"$GME again huh, this sub never sleeps",bear
t3_0121752,07/06/2021,AMC,"everyone says sell AMC, so obviously i bought more",bull
t3_0087262,18/08/2021,GME,"$GME gamma squeeze incoming, hedgies are done. YOLO 100k",bull
t3_0074286,28/06/2021,GME,"GME is wild today, no idea where this goes",bear
t3_0039063,09/03/2021,GME,"GME moving a lot, volume is insane rn",bull
t3_0066049,11/06/2021,GME,"GME moving a lot, volume is insane rn",bear
t3_0100813,11/03/2021,AMC,AMC 🚀🚀 puts and calls and whatever idk,neu
t3_0021833,28/01/2021,GME,"$GME chart looks crazy, anyone else seeing this",bull
t3_0034110,23/02/2021,GME,idk man GME is doing GME things,bull
t3_0067229,14/06/2021,GME,any DD on $GME? new to this stock,neu
t3_0118403,04/06/2021,AMC,we like the stock 💎🙌 $AMC price target 500 easy,bull
t3_0095563,05/02/2021,AMC,AMC 🚀🚀 puts and calls and whatever idk,neu
t3_0082382,23/07/2021,GME,GME 🚀🚀 puts and calls and whatever idk,neu
t3_0109605,20/05/2021,AMC,AMC 🚀🚀 puts and calls and whatever idk,neu
t3_0032195,16/02/2021,GME,diamond hands on GME? more like paper hands incoming,bear
t3_0065124,09/06/2021,GME,is $GME still being talked about here? asking,neu
t3_0019494,26/01/2021,GME,"everyone says sell GME, so obviously i bought more",bull
t3_0081451,21/07/2021,GME,"$GME chart looks crazy, anyone else seeing this",bear
t3_0099479,25/02/2021,AMC,"$AMC again huh, this sub never sleeps",bear
t3_0054116,26/04/2021,GME,lol GME just game me some tendies bro 😂,neu
t3_0090129,30/08/2021,GME,"$GME is overvalued, this bubble will pop hard",bear
t3_0073257,28/06/2021,GME,"$GME again huh, this sub never sleeps",bear
t3_0043688,15/03/2021,GME,"GME bagholders about to get wrecked, short it",bear
t3_0116195,03/06/2021,AMC,"everyone says sell AMC, so obviously i bought more",bull
t3_0001139,07/01/2021,GME,"GME is wild today, no idea where this goes",bear
t3_0101524,17/03/2021,AMC,"neutral on AMC, waiting for a clearer signal",neu
t3_0069211,16/06/2021,GME,"hold $GME, never selling, this is the way",bull
t3_0047508,06/04/2021,GME,"shorting $GME here, fundamentals are trash",bear
t3_0134325,09/06/2021,AMC,"AMC is wild today, no idea where this goes",bull
t3_0115693,02/06/2021,AMC,we like the stock 💎🙌 $AMC price target 500 easy,bull
t3_0111060,31/05/2021,AMC,is $AMC still being talked about here? asking,neu
t3_0053544,21/04/2021,GME,"$GME again huh, this sub never sleeps",neu
t3_0047998,07/04/2021,GME,"GME is wild today, no idea where this goes",bear
t3_0085977,11/08/2021,GME,"buying more $GME calls, this short squeeze is just starting",bull
t3_0118400,04/06/2021,AMC,idk man AMC is doing AMC things,bull
t3_0110401,28/05/2021,AMC,"everyone says sell AMC, so obviously i bought more",bull
t3_0061107,26/05/2021,GME,"$GME chart looks crazy, anyone else seeing this",bull
t3_0024339,29/01/2021,GME,lol GME just game me some tendies bro 😂,neu
t3_0082178,23/07/2021,GME,"watching $GME closely, could go either way 👀",neu
t3_0128953,08/06/2021,AMC,we like the stock 💎🙌 $AMC price target 500 easy,bull
t3_0059501,19/05/2021,GME,"this GME pump is fake, insiders dumping on retail",bear
t3_0116222,03/06/2021,AMC,$AMC going to zero... TO THE MOON 🚀 (im not selling),bull
t3_0133465,09/06/2021,AMC,check this https://t.co/abc123 not financial advice,neu
t3_0016024,25/01/2021,GME,idk man GME is doing GME things,bull
t3_0045065,23/03/2021,GME,GME is trash but im holding anyway lmao 💎🙌,bull
t3_0006434,18/01/2021,GME,"this GME pump is fake, insiders dumping on retail",bear
t3_0007191,18/01/2021,GME,"$GME chart looks crazy, anyone else seeing this",bear
t3_0010098,22/01/2021,GME,"watching $GME closely, could go either way 👀",neu
t3_0035740,01/03/2021,GME,"neutral on GME, waiting for a clearer signal",neu
t3_0116484,03/06/2021,AMC,check this https://t.co/abc123 not financial advice,neu
t3_0084353,03/08/2021,GME,"GME is wild today, no idea where this goes",neu
t3_0052332,16/04/2021,GME,"$GME again huh, this sub never sleeps",bull
t3_0126563,08/06/2021,AMC,"AMC is wild today, no idea where this goes",bull
t3_0031374,15/02/2021,GME,"$GME is overvalued, this bubble will pop hard",bear
t3_0105263,08/04/2021,AMC,"$AMC chart looks crazy, anyone else seeing this",bear
t3_0073689,28/06/2021,GME,$GME to the moon 🚀 said the bagholder before the dump,bear
t3_0070961,24/06/2021,GME,"$GME again huh, this sub never sleeps",neu
t3_0126508,08/06/2021,AMC,idk man AMC is doing AMC things,bull
t3_0145680,13/08/2021,AMC,"$AMC going back to single digits, bearish af",bear
t3_0110181,27/05/2021,AMC,"$AMC again huh, this sub never sleeps",neu
t3_0030087,11/02/2021,GME,$GME going to zero... TO THE MOON 🚀 (im not selling),bull
t3_0013628,22/01/2021,GME,"everyone says sell GME, so obviously i bought more",bull
t3_0143129,16/07/2021,AMC,"$AMC again huh, this sub never sleeps",neu
t3_0013786,22/01/2021,GME,"everyone says sell GME, so obviously i bought more",bull
t3_0055517,30/04/2021,GME,"$GME again huh, this sub never sleeps",bear
t3_0038399,08/03/2021,GME,"$GME chart looks crazy, anyone else seeing this",bull
t3_0027719,03/02/2021,GME,"$GME going back to single digits, bearish af",bear
t3_0079393,12/07/2021,GME,"$GME again huh, this sub never sleeps",bear
t3_0129864,08/06/2021,AMC,check this https://t.co/abc123 not financial advice,neu
t3_0122760,08/06/2021,AMC,"$AMC again huh, this sub never sleeps",bull
t3_0144185,28/07/2021,AMC,"$AMC moon dump moon dump, pick one already",neu
t3_0010007,22/01/2021,GME,"loaded up on GME today, apes together strong 🦍",bull
t3_0042184,10/03/2021,GME,"watching $GME closely, could go either way 👀",neu
t3_0125632,08/06/2021,AMC,"$AMC again huh, this sub never sleeps",bull
t3_0047719,06/04/2021,GME,idk man GME is doing GME things,bear
t3_0033197,19/02/2021,GME,"$GME moon dump moon dump, pick one already",neu
t3_0110312,28/05/2021,AMC,"$AMC gamma squeeze incoming, hedgies are done. YOLO 100k",bull
t3_0017517,26/01/2021,GME,🚀🚀🚀🚀🚀🚀 wen lambo 🦍🦍 to the mooooooon,neu
t3_0129986,08/06/2021,AMC,$AMC going to zero... TO THE MOON 🚀 (im not selling),bull
t3_0097827,15/02/2021,AMC,"AMC is wild today, no idea where this goes",bear
t3_0031430,15/02/2021,GME,GME 🚀🚀 puts and calls and whatever idk,neu
t3_0047832,07/04/2021,GME,"$GME again huh, this sub never sleeps",bear
t3_0030798,12/02/2021,GME,"all in on GME leaps, retail is winning this one",bull
t3_0132653,09/06/2021,AMC,"AMC moving a lot, volume is insane rn",neu
t3_0134506,09/06/2021,AMC,"AMC moving a lot, volume is insane rn",bull
t3_0107151,27/04/2021,AMC,idk man AMC is doing AMC things,bear
t3_0072085,25/06/2021,GME,"$GME moon dump moon dump, pick one already",neu
t3_0054264,26/04/2021,GME,"all in on GME leaps, retail is winning this one",bull
t3_0113214,01/06/2021,AMC,"all in on AMC leaps, retail is winning this one",bull
t3_0018464,26/01/2021,GME,GME is trash but im holding anyway lmao 💎🙌,bull
t3_0061395,26/05/2021,GME,we like the stock 💎🙌 $GME price target 500 easy,bull
t3_0023046,28/01/2021,GME,"$GME options chain looks thin, low IV today",neu
t3_0040488,09/03/2021,GME,"everyone says sell GME, so obviously i bought more",bull
t3_0117556,04/06/2021,AMC,any DD on $AMC? new to this stock,neu
t3_0009437,22/01/2021,GME,GME is trash but im holding anyway lmao 💎🙌,bull
t3_0145173,09/08/2021,AMC,"watching $AMC closely, could go either way 👀",neu
t3_0051949,14/04/2021,GME,"$GME again huh, this sub never sleeps",neu
